Type	D	M	Y	Season	Winning League	Winning Team	Losing League	Losing Team	Winner Score	Loser Score	OT	Country	City	Attend.
Regular Season	5	2	2007	(2006-07)	NBA	Sacramento Kings	NBA	New Orleans Pelicans	105	99				
Regular Season	5	2	2007	(2006-07)	NBA	Utah Jazz	NBA	Chicago Bulls	100	95				
Regular Season	5	2	2007	(2006-07)	NBA	Washington Wizards	NBA	Oklahoma City Thunder	118	108				
Regular Season	6	2	2007	(2006-07)	NBA	Detroit Pistons	NBA	Boston Celtics	109	102				
Regular Season	6	2	2007	(2006-07)	NBA	Houston Rockets	NBA	Memphis Grizzlies	98	90				
Regular Season	6	2	2007	(2006-07)	NBA	Milwaukee Bucks	NBA	Orlando Magic	116	111				
Regular Season	6	2	2007	(2006-07)	NBA	New York Knicks	NBA	Los Angeles Clippers	102	90				
Regular Season	6	2	2007	(2006-07)	NBA	Phoenix Suns	NBA	Portland Trail Blazers	109	102	#			
Regular Season	7	2	2007	(2006-07)	NBA	Cleveland Cavaliers	NBA	Los Angeles Clippers	94	77				
Regular Season	7	2	2007	(2006-07)	NBA	Dallas Mavericks	NBA	Memphis Grizzlies	113	97				
Regular Season	7	2	2007	(2006-07)	NBA	Miami Heat	NBA	Boston Celtics	91	79				
Regular Season	7	2	2007	(2006-07)	NBA	Minnesota Timberwolves	NBA	Golden State Warriors	121	93				
Regular Season	7	2	2007	(2006-07)	NBA	Brooklyn Nets	NBA	Atlanta Hawks	87	85				
Regular Season	7	2	2007	(2006-07)	NBA	New Orleans Pelicans	NBA	Denver Nuggets (2)	114	112	#			
Regular Season	7	2	2007	(2006-07)	NBA	Philadelphia 76ers	NBA	Charlotte Hornets	92	83				
Regular Season	7	2	2007	(2006-07)	NBA	San Antonio Spurs	NBA	Washington Wizards	110	83				
Regular Season	7	2	2007	(2006-07)	NBA	Oklahoma City Thunder	NBA	Indiana Pacers	103	102				
Regular Season	7	2	2007	(2006-07)	NBA	Toronto Raptors	NBA	Orlando Magic	113	103				
Regular Season	8	2	2007	(2006-07)	NBA	Detroit Pistons	NBA	Los Angeles Lakers	93	78				
Regular Season	8	2	2007	(2006-07)	NBA	New Orleans Pelicans	NBA	Milwaukee Bucks	109	101	##			
Regular Season	8	2	2007	(2006-07)	NBA	Sacramento Kings	NBA	Chicago Bulls	86	77				
Regular Season	9	2	2007	(2006-07)	NBA	Atlanta Hawks	NBA	Phoenix Suns	120	111				
Regular Season	9	2	2007	(2006-07)	NBA	Cleveland Cavaliers	NBA	Miami Heat	103	79				
Regular Season	9	2	2007	(2006-07)	NBA	Dallas Mavericks	NBA	Houston Rockets	95	74				
Regular Season	9	2	2007	(2006-07)	NBA	Denver Nuggets (2)	NBA	Indiana Pacers	102	95				
Regular Season	9	2	2007	(2006-07)	NBA	Golden State Warriors	NBA	Chicago Bulls	123	121	#			
Regular Season	9	2	2007	(2006-07)	NBA	Los Angeles Clippers	NBA	Philadelphia 76ers	90	89				
Regular Season	9	2	2007	(2006-07)	NBA	Memphis Grizzlies	NBA	Minnesota Timberwolves	105	97	#			
Regular Season	9	2	2007	(2006-07)	NBA	Brooklyn Nets	NBA	Boston Celtics	92	78				
Regular Season	9	2	2007	(2006-07)	NBA	Orlando Magic	NBA	San Antonio Spurs	106	104				
Regular Season	9	2	2007	(2006-07)	NBA	Portland Trail Blazers	NBA	Charlotte Hornets	108	100	#			
Regular Season	9	2	2007	(2006-07)	NBA	Toronto Raptors	NBA	Los Angeles Lakers	96	92				
Regular Season	10	2	2007	(2006-07)	NBA	Denver Nuggets (2)	NBA	Milwaukee Bucks	109	102				
Regular Season	10	2	2007	(2006-07)	NBA	Detroit Pistons	NBA	Toronto Raptors	98	92				
Regular Season	10	2	2007	(2006-07)	NBA	Houston Rockets	NBA	Charlotte Hornets	104	83				
Regular Season	10	2	2007	(2006-07)	NBA	Brooklyn Nets	NBA	Orlando Magic	93	78				
Regular Season	10	2	2007	(2006-07)	NBA	New Orleans Pelicans	NBA	Memphis Grizzlies	114	99				
Regular Season	10	2	2007	(2006-07)	NBA	Sacramento Kings	NBA	Oklahoma City Thunder	114	93				
Regular Season	10	2	2007	(2006-07)	NBA	Utah Jazz	NBA	New York Knicks	104	102	#			
Regular Season	11	2	2007	(2006-07)	NBA	Atlanta Hawks	NBA	Golden State Warriors	106	105				
Regular Season	11	2	2007	(2006-07)	NBA	Chicago Bulls	NBA	Phoenix Suns	116	103				
Regular Season	11	2	2007	(2006-07)	NBA	Cleveland Cavaliers	NBA	Los Angeles Lakers	99	90				
Regular Season	11	2	2007	(2006-07)	NBA	Dallas Mavericks	NBA	Philadelphia 76ers	106	89				
Regular Season	11	2	2007	(2006-07)	NBA	Indiana Pacers	NBA	Los Angeles Clippers	94	80				
Regular Season	11	2	2007	(2006-07)	NBA	Miami Heat	NBA	San Antonio Spurs	100	85				
Regular Season	11	2	2007	(2006-07)	NBA	Minnesota Timberwolves	NBA	Boston Celtics	109	107				
Regular Season	11	2	2007	(2006-07)	NBA	Portland Trail Blazers	NBA	Washington Wizards	94	73				
Regular Season	11	2	2007	(2006-07)	NBA	Oklahoma City Thunder	NBA	Sacramento Kings	114	103				
Regular Season	12	2	2007	(2006-07)	NBA	Denver Nuggets (2)	NBA	Golden State Warriors	123	111				
Regular Season	12	2	2007	(2006-07)	NBA	Detroit Pistons	NBA	Los Angeles Clippers	92	74				
Regular Season	12	2	2007	(2006-07)	NBA	Utah Jazz	NBA	Atlanta Hawks	102	76				
Regular Season	13	2	2007	(2006-07)	NBA	Dallas Mavericks	NBA	Milwaukee Bucks	99	93				
Regular Season	13	2	2007	(2006-07)	NBA	Houston Rockets	NBA	Sacramento Kings	109	104	#			
Regular Season	13	2	2007	(2006-07)	NBA	Memphis Grizzlies	NBA	New Orleans Pelicans	108	104				
Regular Season	13	2	2007	(2006-07)	NBA	Miami Heat	NBA	Portland Trail Blazers	104	85				
Regular Season	13	2	2007	(2006-07)	NBA	New York Knicks	NBA	Los Angeles Lakers	107	106				
Regular Season	13	2	2007	(2006-07)	NBA	San Antonio Spurs	NBA	Brooklyn Nets	107	82				
Regular Season	13	2	2007	(2006-07)	NBA	Toronto Raptors	NBA	Chicago Bulls	112	111				
Regular Season	14	2	2007	(2006-07)	NBA	Atlanta Hawks	NBA	Los Angeles Clippers	96	93				
Regular Season	14	2	2007	(2006-07)	NBA	Boston Celtics	NBA	Milwaukee Bucks	117	97				
Regular Season	14	2	2007	(2006-07)	NBA	Charlotte Hornets	NBA	Chicago Bulls	100	85				
Regular Season	14	2	2007	(2006-07)	NBA	Golden State Warriors	NBA	New York Knicks	120	101				
Regular Season	14	2	2007	(2006-07)	NBA	Indiana Pacers	NBA	Memphis Grizzlies	114	104				
Regular Season	14	2	2007	(2006-07)	NBA	Minnesota Timberwolves	NBA	Denver Nuggets (2)	99	94				
Regular Season	14	2	2007	(2006-07)	NBA	New Orleans Pelicans	NBA	Sacramento Kings	110	93				
Regular Season	14	2	2007	(2006-07)	NBA	Orlando Magic	NBA	Portland Trail Blazers	103	91				
Regular Season	14	2	2007	(2006-07)	NBA	San Antonio Spurs	NBA	Detroit Pistons	90	81				
Regular Season	14	2	2007	(2006-07)	NBA	Oklahoma City Thunder	NBA	Phoenix Suns	114	90				
Regular Season	14	2	2007	(2006-07)	NBA	Toronto Raptors	NBA	Brooklyn Nets	120	109				
Regular Season	14	2	2007	(2006-07)	NBA	Utah Jazz	NBA	Cleveland Cavaliers	99	98				
Regular Season	14	2	2007	(2006-07)	NBA	Washington Wizards	NBA	Philadelphia 76ers	92	85				
Regular Season	15	2	2007	(2006-07)	NBA	Cleveland Cavaliers	NBA	Los Angeles Lakers	114	108				
Regular Season	15	2	2007	(2006-07)	NBA	Dallas Mavericks	NBA	Houston Rockets	80	77				
Regular Season	20	2	2007	(2006-07)	NBA	Charlotte Hornets	NBA	New Orleans Pelicans	104	100				
Regular Season	20	2	2007	(2006-07)	NBA	Chicago Bulls	NBA	Atlanta Hawks	106	81				
Regular Season	20	2	2007	(2006-07)	NBA	Detroit Pistons	NBA	Milwaukee Bucks	84	83				
Regular Season	20	2	2007	(2006-07)	NBA	New York Knicks	NBA	Orlando Magic	100	94				
Regular Season	20	2	2007	(2006-07)	NBA	Phoenix Suns	NBA	Los Angeles Clippers	115	90				
Regular Season	20	2	2007	(2006-07)	NBA	Portland Trail Blazers	NBA	Utah Jazz	103	100				
Regular Season	20	2	2007	(2006-07)	NBA	Sacramento Kings	NBA	Boston Celtics	104	101				
Regular Season	20	2	2007	(2006-07)	NBA	San Antonio Spurs	NBA	Denver Nuggets (2)	95	80				
Regular Season	20	2	2007	(2006-07)	NBA	Oklahoma City Thunder	NBA	Memphis Grizzlies	121	105				
Regular Season	20	2	2007	(2006-07)	NBA	Washington Wizards	NBA	Minnesota Timberwolves	112	100				
Regular Season	21	2	2007	(2006-07)	NBA	Charlotte Hornets	NBA	Minnesota Timberwolves	100	95				
Regular Season	21	2	2007	(2006-07)	NBA	Cleveland Cavaliers	NBA	Toronto Raptors	86	85				
Regular Season	21	2	2007	(2006-07)	NBA	Detroit Pistons	NBA	Orlando Magic	110	88				
Regular Season	21	2	2007	(2006-07)	NBA	Golden State Warriors	NBA	Memphis Grizzlies	118	115	#			
Regular Season	21	2	2007	(2006-07)	NBA	Houston Rockets	NBA	Miami Heat	112	102				
Regular Season	21	2	2007	(2006-07)	NBA	Indiana Pacers	NBA	Milwaukee Bucks	136	129	##			
Regular Season	21	2	2007	(2006-07)	NBA	New Orleans Pelicans	NBA	Brooklyn Nets	111	107				
Regular Season	21	2	2007	(2006-07)	NBA	Philadelphia 76ers	NBA	New York Knicks	104	84				
Regular Season	21	2	2007	(2006-07)	NBA	Phoenix Suns	NBA	Boston Celtics	118	108				
Regular Season	21	2	2007	(2006-07)	NBA	Portland Trail Blazers	NBA	Los Angeles Lakers	112	108				
Regular Season	21	2	2007	(2006-07)	NBA	San Antonio Spurs	NBA	Atlanta Hawks	103	96				
Regular Season	22	2	2007	(2006-07)	NBA	Chicago Bulls	NBA	Cleveland Cavaliers	84	78				
Regular Season	22	2	2007	(2006-07)	NBA	Dallas Mavericks	NBA	Miami Heat	112	100				
Regular Season	22	2	2007	(2006-07)	NBA	Washington Wizards	NBA	Sacramento Kings	109	106				
Regular Season	23	2	2007	(2006-07)	NBA	Atlanta Hawks	NBA	Houston Rockets	105	99				
Regular Season	23	2	2007	(2006-07)	NBA	Charlotte Hornets	NBA	Philadelphia 76ers	102	87				
Regular Season	23	2	2007	(2006-07)	NBA	Chicago Bulls	NBA	Washington Wizards	105	90				
Regular Season	23	2	2007	(2006-07)	NBA	Detroit Pistons	NBA	Orlando Magic	94	89				
Regular Season	23	2	2007	(2006-07)	NBA	Los Angeles Lakers	NBA	Boston Celtics	122	96				
Regular Season	23	2	2007	(2006-07)	NBA	Memphis Grizzlies	NBA	Portland Trail Blazers	103	102				
Regular Season	23	2	2007	(2006-07)	NBA	Brooklyn Nets	NBA	Sacramento Kings	109	96				
Regular Season	23	2	2007	(2006-07)	NBA	New Orleans Pelicans	NBA	Oklahoma City Thunder	98	97		USA	New Orleans	
Regular Season	23	2	2007	(2006-07)	NBA	New York Knicks	NBA	Milwaukee Bucks	95	93				
Regular Season	23	2	2007	(2006-07)	NBA	Phoenix Suns	NBA	Minnesota Timberwolves	116	104				
Regular Season	23	2	2007	(2006-07)	NBA	Toronto Raptors	NBA	Indiana Pacers	110	88				
Regular Season	23	2	2007	(2006-07)	NBA	Utah Jazz	NBA	Denver Nuggets (2)	114	104				
Regular Season	24	2	2007	(2006-07)	NBA	Dallas Mavericks	NBA	Denver Nuggets (2)	115	95				
Regular Season	24	2	2007	(2006-07)	NBA	Los Angeles Clippers	NBA	Golden State Warriors	103	90				
Regular Season	24	2	2007	(2006-07)	NBA	Milwaukee Bucks	NBA	Philadelphia 76ers	109	90				
Regular Season	24	2	2007	(2006-07)	NBA	San Antonio Spurs	NBA	Oklahoma City Thunder	102	71				
Regular Season	24	2	2007	(2006-07)	NBA	Toronto Raptors	NBA	Charlotte Hornets	93	76				
Regular Season	24	2	2007	(2006-07)	NBA	Utah Jazz	NBA	Boston Celtics	105	87				
Regular Season	25	2	2007	(2006-07)	NBA	Detroit Pistons	NBA	Chicago Bulls	95	93				
Regular Season	25	2	2007	(2006-07)	NBA	Houston Rockets	NBA	Orlando Magic	97	93				
Regular Season	25	2	2007	(2006-07)	NBA	Los Angeles Lakers	NBA	Golden State Warriors	102	85				
Regular Season	25	2	2007	(2006-07)	NBA	Miami Heat	NBA	Cleveland Cavaliers	86	81				
Regular Season	25	2	2007	(2006-07)	NBA	Minnesota Timberwolves	NBA	Washington Wizards	98	94				
Regular Season	25	2	2007	(2006-07)	NBA	Brooklyn Nets	NBA	New York Knicks	101	92				
Regular Season	25	2	2007	(2006-07)	NBA	Phoenix Suns	NBA	Atlanta Hawks	115	106				
Regular Season	25	2	2007	(2006-07)	NBA	Sacramento Kings	NBA	Indiana Pacers	110	93				
Regular Season	26	2	2007	(2006-07)	NBA	Boston Celtics	NBA	Houston Rockets	77	72				
Regular Season	26	2	2007	(2006-07)	NBA	Dallas Mavericks	NBA	Atlanta Hawks	110	87				
Regular Season	26	2	2007	(2006-07)	NBA	Denver Nuggets (2)	NBA	Memphis Grizzlies	111	107				
Regular Season	26	2	2007	(2006-07)	NBA	Los Angeles Clippers	NBA	Charlotte Hornets	100	93				
Regular Season	26	2	2007	(2006-07)	NBA	Los Angeles Lakers	NBA	Utah Jazz	102	94				
Regular Season	26	2	2007	(2006-07)	NBA	New York Knicks	NBA	Miami Heat	99	93				
Regular Season	26	2	2007	(2006-07)	NBA	Orlando Magic	NBA	Chicago Bulls	94	87				
Regular Season	26	2	2007	(2006-07)	NBA	Philadelphia 76ers	NBA	Sacramento Kings	89	82				
Regular Season	26	2	2007	(2006-07)	NBA	San Antonio Spurs	NBA	Toronto Raptors	107	91				
Regular Season	26	2	2007	(2006-07)	NBA	Oklahoma City Thunder	NBA	Portland Trail Blazers	97	73				
Regular Season	27	2	2007	(2006-07)	NBA	Cleveland Cavaliers	NBA	New Orleans Pelicans	97	89				
Regular Season	27	2	2007	(2006-07)	NBA	Dallas Mavericks	NBA	Minnesota Timberwolves	91	65				
Regular Season	27	2	2007	(2006-07)	NBA	Milwaukee Bucks	NBA	Golden State Warriors	122	101				
Regular Season	27	2	2007	(2006-07)	NBA	Brooklyn Nets	NBA	Washington Wizards	113	101				
Regular Season	27	2	2007	(2006-07)	NBA	Phoenix Suns	NBA	Indiana Pacers	103	92				
Regular Season	28	2	2007	(2006-07)	NBA	Boston Celtics	NBA	New York Knicks	102	94				
Regular Season	28	2	2007	(2006-07)	NBA	Chicago Bulls	NBA	Golden State Warriors	113	83				
Regular Season	28	2	2007	(2006-07)	NBA	Denver Nuggets (2)	NBA	Orlando Magic	111	101				
Regular Season	28	2	2007	(2006-07)	NBA	Los Angeles Clippers	NBA	Oklahoma City Thunder	96	91				
Regular Season	28	2	2007	(2006-07)	NBA	Miami Heat	NBA	Washington Wizards	92	83				
Regular Season	28	2	2007	(2006-07)	NBA	New Orleans Pelicans	NBA	Atlanta Hawks	107	100				
Regular Season	28	2	2007	(2006-07)	NBA	Philadelphia 76ers	NBA	Phoenix Suns	99	94				
Regular Season	28	2	2007	(2006-07)	NBA	Sacramento Kings	NBA	Charlotte Hornets	135	120				
Regular Season	28	2	2007	(2006-07)	NBA	Toronto Raptors	NBA	Houston Rockets	106	90				
Regular Season	28	2	2007	(2006-07)	NBA	Utah Jazz	NBA	Memphis Grizzlies	104	88				
Regular Season	1	3	2007	(2006-07)	NBA	Dallas Mavericks	NBA	Cleveland Cavaliers	95	92				
Regular Season	1	3	2007	(2006-07)	NBA	Portland Trail Blazers	NBA	Charlotte Hornets	127	90				
Regular Season	1	3	2007	(2006-07)	NBA	Oklahoma City Thunder	NBA	Los Angeles Clippers	77	75				
Regular Season	2	3	2007	(2006-07)	NBA	Chicago Bulls	NBA	New Orleans Pelicans	104	93				
Regular Season	2	3	2007	(2006-07)	NBA	Houston Rockets	NBA	Denver Nuggets (2)	108	97				
Regular Season	2	3	2007	(2006-07)	NBA	Miami Heat	NBA	Detroit Pistons	85	82				
Regular Season	2	3	2007	(2006-07)	NBA	Milwaukee Bucks	NBA	Toronto Raptors	94	81				
Regular Season	2	3	2007	(2006-07)	NBA	New York Knicks	NBA	Golden State Warriors	106	97				
Regular Season	2	3	2007	(2006-07)	NBA	Philadelphia 76ers	NBA	Memphis Grizzlies	117	112	#			
Regular Season	2	3	2007	(2006-07)	NBA	Phoenix Suns	NBA	Indiana Pacers	115	90				
Regular Season	2	3	2007	(2006-07)	NBA	Sacramento Kings	NBA	Los Angeles Lakers	116	108				
Regular Season	2	3	2007	(2006-07)	NBA	San Antonio Spurs	NBA	Orlando Magic	98	74				
Regular Season	2	3	2007	(2006-07)	NBA	Utah Jazz	NBA	Minnesota Timberwolves	109	83				
Regular Season	2	3	2007	(2006-07)	NBA	Washington Wizards	NBA	Atlanta Hawks	93	92				
Regular Season	3	3	2007	(2006-07)	NBA	Boston Celtics	NBA	Brooklyn Nets	96	88	#			
Regular Season	3	3	2007	(2006-07)	NBA	Cleveland Cavaliers	NBA	Toronto Raptors	120	97				
Regular Season	3	3	2007	(2006-07)	NBA	Dallas Mavericks	NBA	Orlando Magic	103	98				
Regular Season	3	3	2007	(2006-07)	NBA	Detroit Pistons	NBA	Memphis Grizzlies	92	89				
Regular Season	3	3	2007	(2006-07)	NBA	Los Angeles Clippers	NBA	Indiana Pacers	87	64				
Regular Season	3	3	2007	(2006-07)	NBA	New York Knicks	NBA	Atlanta Hawks	104	100	#			
Regular Season	3	3	2007	(2006-07)	NBA	Sacramento Kings	NBA	Portland Trail Blazers	104	96				
Regular Season	3	3	2007	(2006-07)	NBA	San Antonio Spurs	NBA	Houston Rockets	97	74				
Regular Season	4	3	2007	(2006-07)	NBA	Boston Celtics	NBA	Minnesota Timberwolves	124	117	##			
Regular Season	4	3	2007	(2006-07)	NBA	Chicago Bulls	NBA	Milwaukee Bucks	126	121	#			
Regular Season	4	3	2007	(2006-07)	NBA	Philadelphia 76ers	NBA	Brooklyn Nets	99	86				
Regular Season	4	3	2007	(2006-07)	NBA	Phoenix Suns	NBA	Los Angeles Lakers	99	94				
Regular Season	4	3	2007	(2006-07)	NBA	Oklahoma City Thunder	NBA	Charlotte Hornets	96	89				
Regular Season	4	3	2007	(2006-07)	NBA	Utah Jazz	NBA	New Orleans Pelicans	108	94				
Regular Season	4	3	2007	(2006-07)	NBA	Washington Wizards	NBA	Golden State Warriors	107	106				
Regular Season	5	3	2007	(2006-07)	NBA	Cleveland Cavaliers	NBA	Houston Rockets	91	85				
Regular Season	5	3	2007	(2006-07)	NBA	Golden State Warriors	NBA	Detroit Pistons	111	93				
Regular Season	5	3	2007	(2006-07)	NBA	Miami Heat	NBA	Atlanta Hawks	88	81				
Regular Season	5	3	2007	(2006-07)	NBA	Orlando Magic	NBA	Milwaukee Bucks	99	81				
Regular Season	5	3	2007	(2006-07)	NBA	San Antonio Spurs	NBA	Los Angeles Clippers	88	74				
Regular Season	5	3	2007	(2006-07)	NBA	Utah Jazz	NBA	Charlotte Hornets	120	95				
Regular Season	6	3	2007	(2006-07)	NBA	Dallas Mavericks	NBA	Brooklyn Nets	102	89				
Regular Season	6	3	2007	(2006-07)	NBA	Denver Nuggets (2)	NBA	New Orleans Pelicans	106	91				
Regular Season	6	3	2007	(2006-07)	NBA	Minnesota Timberwolves	NBA	Los Angeles Lakers	117	107	##			
Regular Season	6	3	2007	(2006-07)	NBA	Sacramento Kings	NBA	Indiana Pacers	102	98				
Regular Season	6	3	2007	(2006-07)	NBA	San Antonio Spurs	NBA	Portland Trail Blazers	99	94				
Regular Season	6	3	2007	(2006-07)	NBA	Oklahoma City Thunder	NBA	New York Knicks	100	99				
Regular Season	6	3	2007	(2006-07)	NBA	Washington Wizards	NBA	Toronto Raptors	129	109				
Regular Season	7	3	2007	(2006-07)	NBA	Atlanta Hawks	NBA	Washington Wizards	100	97				
Regular Season	7	3	2007	(2006-07)	NBA	Cleveland Cavaliers	NBA	Detroit Pistons	101	97	#			
Regular Season	7	3	2007	(2006-07)	NBA	Golden State Warriors	NBA	Denver Nuggets (2)	110	96				
Regular Season	7	3	2007	(2006-07)	NBA	Houston Rockets	NBA	Boston Celtics	111	80				
Regular Season	7	3	2007	(2006-07)	NBA	Miami Heat	NBA	Chicago Bulls	103	70				
Regular Season	7	3	2007	(2006-07)	NBA	Milwaukee Bucks	NBA	Los Angeles Lakers	110	90				
Regular Season	7	3	2007	(2006-07)	NBA	Philadelphia 76ers	NBA	Oklahoma City Thunder	92	89				
Regular Season	7	3	2007	(2006-07)	NBA	Phoenix Suns	NBA	Charlotte Hornets	115	106	#			
Regular Season	7	3	2007	(2006-07)	NBA	Toronto Raptors	NBA	Memphis Grizzlies	94	87				
Regular Season	7	3	2007	(2006-07)	NBA	Utah Jazz	NBA	Indiana Pacers	94	72				
Regular Season	8	3	2007	(2006-07)	NBA	Chicago Bulls	NBA	Orlando Magic	100	76				
Regular Season	8	3	2007	(2006-07)	NBA	San Antonio Spurs	NBA	Sacramento Kings	100	93				
Regular Season	9	3	2007	(2006-07)	NBA	Atlanta Hawks	NBA	Memphis Grizzlies	106	105				
Regular Season	9	3	2007	(2006-07)	NBA	Boston Celtics	NBA	Oklahoma City Thunder	118	103				
Regular Season	9	3	2007	(2006-07)	NBA	Detroit Pistons	NBA	Denver Nuggets (2)	95	82				
Regular Season	9	3	2007	(2006-07)	NBA	Golden State Warriors	NBA	Los Angeles Clippers	99	89				
Regular Season	9	3	2007	(2006-07)	NBA	Houston Rockets	NBA	Brooklyn Nets	112	91				
Regular Season	9	3	2007	(2006-07)	NBA	Miami Heat	NBA	Minnesota Timberwolves	105	91				
Regular Season	9	3	2007	(2006-07)	NBA	Philadelphia 76ers	NBA	Los Angeles Lakers	108	92				
Regular Season	9	3	2007	(2006-07)	NBA	Phoenix Suns	NBA	New Orleans Pelicans	104	103				
Regular Season	10	3	2007	(2006-07)	NBA	Atlanta Hawks	NBA	Minnesota Timberwolves	99	93				
Regular Season	10	3	2007	(2006-07)	NBA	Cleveland Cavaliers	NBA	Milwaukee Bucks	94	92				
Regular Season	10	3	2007	(2006-07)	NBA	Memphis Grizzlies	NBA	Charlotte Hornets	115	107				
Regular Season	10	3	2007	(2006-07)	NBA	New York Knicks	NBA	Washington Wizards	90	89				
Regular Season	10	3	2007	(2006-07)	NBA	Philadelphia 76ers	NBA	Indiana Pacers	100	96				
Regular Season	10	3	2007	(2006-07)	NBA	San Antonio Spurs	NBA	Brooklyn Nets	93	77				
Regular Season	10	3	2007	(2006-07)	NBA	Utah Jazz	NBA	New Orleans Pelicans	96	86				
Regular Season	11	3	2007	(2006-07)	NBA	Chicago Bulls	NBA	Boston Celtics	94	78				
Regular Season	11	3	2007	(2006-07)	NBA	Cleveland Cavaliers	NBA	Indiana Pacers	99	88				
Regular Season	11	3	2007	(2006-07)	NBA	Dallas Mavericks	NBA	Los Angeles Lakers	108	72				
Regular Season	11	3	2007	(2006-07)	NBA	Denver Nuggets (2)	NBA	Sacramento Kings	113	101				
Regular Season	11	3	2007	(2006-07)	NBA	Detroit Pistons	NBA	Los Angeles Clippers	98	80				
Regular Season	11	3	2007	(2006-07)	NBA	Houston Rockets	NBA	Orlando Magic	103	92				
Regular Season	11	3	2007	(2006-07)	NBA	Miami Heat	NBA	Washington Wizards	106	104				
Regular Season	11	3	2007	(2006-07)	NBA	Portland Trail Blazers	NBA	Golden State Warriors	106	87				
Regular Season	11	3	2007	(2006-07)	NBA	Toronto Raptors	NBA	Oklahoma City Thunder	120	119	#			
Regular Season	12	3	2007	(2006-07)	NBA	Charlotte Hornets	NBA	Orlando Magic	119	108				
Regular Season	12	3	2007	(2006-07)	NBA	Golden State Warriors	NBA	Dallas Mavericks	117	100				
Regular Season	12	3	2007	(2006-07)	NBA	Brooklyn Nets	NBA	Memphis Grizzlies	113	102				
Regular Season	12	3	2007	(2006-07)	NBA	Phoenix Suns	NBA	Houston Rockets	103	82				
Regular Season	12	3	2007	(2006-07)	NBA	Toronto Raptors	NBA	Milwaukee Bucks	108	93				
Regular Season	13	3	2007	(2006-07)	NBA	Atlanta Hawks	NBA	Philadelphia 76ers	104	92				
Regular Season	13	3	2007	(2006-07)	NBA	Chicago Bulls	NBA	Boston Celtics	95	87				
Regular Season	13	3	2007	(2006-07)	NBA	Cleveland Cavaliers	NBA	Sacramento Kings	124	100				
Regular Season	13	3	2007	(2006-07)	NBA	Denver Nuggets (2)	NBA	Portland Trail Blazers	107	99				
Regular Season	13	3	2007	(2006-07)	NBA	Detroit Pistons	NBA	Oklahoma City Thunder	101	97				
Regular Season	13	3	2007	(2006-07)	NBA	Miami Heat	NBA	Utah Jazz	88	86				
Regular Season	13	3	2007	(2006-07)	NBA	Minnesota Timberwolves	NBA	Indiana Pacers	86	81				
Regular Season	13	3	2007	(2006-07)	NBA	Brooklyn Nets	NBA	New Orleans Pelicans	112	108				
Regular Season	13	3	2007	(2006-07)	NBA	San Antonio Spurs	NBA	Los Angeles Clippers	93	84				
Regular Season	14	3	2007	(2006-07)	NBA	Boston Celtics	NBA	Atlanta Hawks	109	88				
Regular Season	14	3	2007	(2006-07)	NBA	Charlotte Hornets	NBA	Sacramento Kings	111	108				
Regular Season	14	3	2007	(2006-07)	NBA	Chicago Bulls	NBA	Philadelphia 76ers	88	87				
Regular Season	14	3	2007	(2006-07)	NBA	Cleveland Cavaliers	NBA	Memphis Grizzlies	118	96				
Regular Season	14	3	2007	(2006-07)	NBA	Detroit Pistons	NBA	Portland Trail Blazers	87	75				
Regular Season	14	3	2007	(2006-07)	NBA	Houston Rockets	NBA	Los Angeles Clippers	109	105				
Regular Season	14	3	2007	(2006-07)	NBA	Orlando Magic	NBA	Utah Jazz	101	90				
Regular Season	14	3	2007	(2006-07)	NBA	Phoenix Suns	NBA	Dallas Mavericks	129	127	##			
Regular Season	14	3	2007	(2006-07)	NBA	Toronto Raptors	NBA	New York Knicks	104	94				
Regular Season	14	3	2007	(2006-07)	NBA	Washington Wizards	NBA	Indiana Pacers	112	96				
Regular Season	15	3	2007	(2006-07)	NBA	Denver Nuggets (2)	NBA	Los Angeles Lakers	113	86				
